Mã,Tên,Cấp,Nghị quyết,Mã TP,Tỉnh / Thành Phố
19288,Xã Sen Ngư,Xã,Số: 1680/NQ-UBTVQH15; Ngày: 16/06/2025,44,Tỉnh Quảng Trị
19291,Xã Tân Mỹ,Xã,Số: 1680/NQ-UBTVQH15; Ngày: 16/06/2025,44,Tỉnh Quảng Trị
19309,Xã Trường Phú,Xã,Số: 1680/NQ-UBTVQH15; Ngày: 16/06/2025,44,Tỉnh Quảng Trị
19318,Xã Kim Ngân,Xã,Số: 1680/NQ-UBTVQH15; Ngày: 16/06/2025,44,Tỉnh Quảng Trị
19333,Phường Đông Hà,Phường,Số: 1680/NQ-UBTVQH15; Ngày: 16/06/2025,44,Tỉnh Quảng Trị
19351,Phường Nam Đông Hà,Phường,Số: 1680/NQ-UBTVQH15; Ngày: 16/06/2025,44,Tỉnh Quảng Trị
19360,Phường Quảng Trị,Phường,Số: 1680/NQ-UBTVQH15; Ngày: 16/06/2025,44,Tỉnh Quảng Trị
19363,Xã Vĩnh Linh,Xã,Số: 1680/NQ-UBTVQH15; Ngày: 16/06/2025,44,Tỉnh Quảng Trị
19366,Xã Bến Quan,Xã,Số: 1680/NQ-UBTVQH15; Ngày: 16/06/2025,44,Tỉnh Quảng Trị
19372,Xã Vĩnh Hoàng,Xã,Số: 1680/NQ-UBTVQH15; Ngày: 16/06/2025,44,Tỉnh Quảng Trị
19405,Xã Vĩnh Thủy,Xã,Số: 1680/NQ-UBTVQH15; Ngày: 16/06/2025,44,Tỉnh Quảng Trị
19414,Xã Cửa Tùng,Xã,Số: 1680/NQ-UBTVQH15; Ngày: 16/06/2025,44,Tỉnh Quảng Trị
19429,Xã Khe Sanh,Xã,Số: 1680/NQ-UBTVQH15; Ngày: 16/06/2025,44,Tỉnh Quảng Trị
19432,Xã Lao Bảo,Xã,Số: 1680/NQ-UBTVQH15; Ngày: 16/06/2025,44,Tỉnh Quảng Trị
19435,Xã Hướng Lập,Xã,Số: 1680/NQ-UBTVQH15; Ngày: 16/06/2025,44,Tỉnh Quảng Trị
19441,Xã Hướng Phùng,Xã,Số: 1680/NQ-UBTVQH15; Ngày: 16/06/2025,44,Tỉnh Quảng Trị
19462,Xã Tân Lập,Xã,Số: 1680/NQ-UBTVQH15; Ngày: 16/06/2025,44,Tỉnh Quảng Trị
19483,Xã A Dơi,Xã,Số: 1680/NQ-UBTVQH15; Ngày: 16/06/2025,44,Tỉnh Quảng Trị
19489,Xã Lìa,Xã,Số: 1680/NQ-UBTVQH15; Ngày: 16/06/2025,44,Tỉnh Quảng Trị
19495,Xã Gio Linh,Xã,Số: 1680/NQ-UBTVQH15; Ngày: 16/06/2025,44,Tỉnh Quảng Trị
19496,Xã Cửa Việt,Xã,Số: 1680/NQ-UBTVQH15; Ngày: 16/06/2025,44,Tỉnh Quảng Trị
19501,Xã Bến Hải,Xã,Số: 1680/NQ-UBTVQH15; Ngày: 16/06/2025,44,Tỉnh Quảng Trị
19537,Xã Cồn Tiên,Xã,Số: 1680/NQ-UBTVQH15; Ngày: 16/06/2025,44,Tỉnh Quảng Trị
19555,Xã Hướng Hiệp,Xã,Số: 1680/NQ-UBTVQH15; Ngày: 16/06/2025,44,Tỉnh Quảng Trị
19564,Xã Đakrông,Xã,Số: 1680/NQ-UBTVQH15; Ngày: 16/06/2025,44,Tỉnh Quảng Trị
19567,Xã Ba Lòng,Xã,Số: 1680/NQ-UBTVQH15; Ngày: 16/06/2025,44,Tỉnh Quảng Trị
19588,Xã Tà Rụt,Xã,Số: 1680/NQ-UBTVQH15; Ngày: 16/06/2025,44,Tỉnh Quảng Trị
19594,Xã La Lay,Xã,Số: 1680/NQ-UBTVQH15; Ngày: 16/06/2025,44,Tỉnh Quảng Trị
19597,Xã Cam Lộ,Xã,Số: 1680/NQ-UBTVQH15; Ngày: 16/06/2025,44,Tỉnh Quảng Trị
19603,Xã Hiếu Giang,Xã,Số: 1680/NQ-UBTVQH15; Ngày: 16/06/2025,44,Tỉnh Quảng Trị
19624,Xã Triệu Phong,Xã,Số: 1680/NQ-UBTVQH15; Ngày: 16/06/2025,44,Tỉnh Quảng Trị
19639,Xã Nam Cửa Việt,Xã,Số: 1680/NQ-UBTVQH15; Ngày: 16/06/2025,44,Tỉnh Quảng Trị
19645,Xã Triệu Bình,Xã,Số: 1680/NQ-UBTVQH15; Ngày: 16/06/2025,44,Tỉnh Quảng Trị
19654,Xã Triệu Cơ,Xã,Số: 1680/NQ-UBTVQH15; Ngày: 16/06/2025,44,Tỉnh Quảng Trị
19669,Xã Ái Tử,Xã,Số: 1680/NQ-UBTVQH15; Ngày: 16/06/2025,44,Tỉnh Quảng Trị
19681,Xã Diên Sanh,Xã,Số: 1680/NQ-UBTVQH15; Ngày: 16/06/2025,44,Tỉnh Quảng Trị
19699,Xã Vĩnh Định,Xã,Số: 1680/NQ-UBTVQH15; Ngày: 16/06/2025,44,Tỉnh Quảng Trị
19702,Xã Hải Lăng,Xã,Số: 1680/NQ-UBTVQH15; Ngày: 16/06/2025,44,Tỉnh Quảng Trị
19735,Xã Nam Hải Lăng,Xã,Số: 1680/NQ-UBTVQH15; Ngày: 16/06/2025,44,Tỉnh Quảng Trị
19741,Xã Mỹ Thủy,Xã,Số: 1680/NQ-UBTVQH15; Ngày: 16/06/2025,44,Tỉnh Quảng Trị
19742,Đặc khu Cồn Cỏ,Đặc khu,Số: 1680/NQ-UBTVQH15; Ngày: 16/06/2025,44,Tỉnh Quảng Trị
19753,Phường Phú Xuân,Phường,Số: 1675/NQ-UBTVQH15; Ngày: 16/06/2025,46,Thành phố Huế
19774,Phường Kim Long,Phường,Số: 1675/NQ-UBTVQH15; Ngày: 16/06/2025,46,Thành phố Huế
19777,Phường Vỹ Dạ,Phường,Số: 1675/NQ-UBTVQH15; Ngày: 16/06/2025,46,Thành phố Huế
19789,Phường Thuận Hóa,Phường,Số: 1675/NQ-UBTVQH15; Ngày: 16/06/2025,46,Thành phố Huế
19804,Phường Hương An,Phường,Số: 1675/NQ-UBTVQH15; Ngày: 16/06/2025,46,Thành phố Huế
19813,Phường Thủy Xuân,Phường,Số: 1675/NQ-UBTVQH15; Ngày: 16/06/2025,46,Thành phố Huế
19815,Phường An Cựu,Phường,Số: 1675/NQ-UBTVQH15; Ngày: 16/06/2025,46,Thành phố Huế
19819,Phường Phong Điền,Phường,Số: 1675/NQ-UBTVQH15; Ngày: 16/06/2025,46,Thành phố Huế
19828,Phường Phong Phú,Phường,Số: 1675/NQ-UBTVQH15; Ngày: 16/06/2025,46,Thành phố Huế
19831,Phường Phong Dinh,Phường,Số: 1675/NQ-UBTVQH15; Ngày: 16/06/2025,46,Thành phố Huế
19858,Phường Phong Thái,Phường,Số: 1675/NQ-UBTVQH15; Ngày: 16/06/2025,46,Thành phố Huế
19867,Xã Quảng Điền,Xã,Số: 1675/NQ-UBTVQH15; Ngày: 16/06/2025,46,Thành phố Huế
19873,Phường Phong Quảng,Phường,Số: 1675/NQ-UBTVQH15; Ngày: 16/06/2025,46,Thành phố Huế
19885,Xã Đan Điền,Xã,Số: 1675/NQ-UBTVQH15; Ngày: 16/06/2025,46,Thành phố Huế
19900,Phường Thuận An,Phường,Số: 1675/NQ-UBTVQH15; Ngày: 16/06/2025,46,Thành phố Huế
19909,Phường Dương Nỗ,Phường,Số: 1675/NQ-UBTVQH15; Ngày: 16/06/2025,46,Thành phố Huế
19918,Xã Phú Hồ,Xã,Số: 1675/NQ-UBTVQH15; Ngày: 16/06/2025,46,Thành phố Huế
19930,Phường Mỹ Thượng,Phường,Số: 1675/NQ-UBTVQH15; Ngày: 16/06/2025,46,Thành phố Huế
19942,Xã Phú Vang,Xã,Số: 1675/NQ-UBTVQH15; Ngày: 16/06/2025,46,Thành phố Huế
19945,Xã Phú Vinh,Xã,Số: 1675/NQ-UBTVQH15; Ngày: 16/06/2025,46,Thành phố Huế
19960,Phường Phú Bài,Phường,Số: 1675/NQ-UBTVQH15; Ngày: 16/06/2025,46,Thành phố Huế
19969,Phường Thanh Thủy,Phường,Số: 1675/NQ-UBTVQH15; Ngày: 16/06/2025,46,Thành phố Huế
19975,Phường Hương Thủy,Phường,Số: 1675/NQ-UBTVQH15; Ngày: 16/06/2025,46,Thành phố Huế
19996,Phường Hương Trà,Phường,Số: 1675/NQ-UBTVQH15; Ngày: 16/06/2025,46,Thành phố Huế
20014,Phường Hóa Châu,Phường,Số: 1675/NQ-UBTVQH15; Ngày: 16/06/2025,46,Thành phố Huế
20017,Phường Kim Trà,Phường,Số: 1675/NQ-UBTVQH15; Ngày: 16/06/2025,46,Thành phố Huế
20035,Xã Bình Điền,Xã,Số: 1675/NQ-UBTVQH15; Ngày: 16/06/2025,46,Thành phố Huế
20044,Xã A Lưới 2,Xã,Số: 1675/NQ-UBTVQH15; Ngày: 16/06/2025,46,Thành phố Huế
20050,Xã A Lưới 5,Xã,Số: 1675/NQ-UBTVQH15; Ngày: 16/06/2025,46,Thành phố Huế
20056,Xã A Lưới 1,Xã,Số: 1675/NQ-UBTVQH15; Ngày: 16/06/2025,46,Thành phố Huế
20071,Xã A Lưới 3,Xã,Số: 1675/NQ-UBTVQH15; Ngày: 16/06/2025,46,Thành phố Huế
20101,Xã A Lưới 4,Xã,Số: 1675/NQ-UBTVQH15; Ngày: 16/06/2025,46,Thành phố Huế
20107,Xã Phú Lộc,Xã,Số: 1675/NQ-UBTVQH15; Ngày: 16/06/2025,46,Thành phố Huế
20122,Xã Vinh Lộc,Xã,Số: 1675/NQ-UBTVQH15; Ngày: 16/06/2025,46,Thành phố Huế
20131,Xã Hưng Lộc,Xã,Số: 1675/NQ-UBTVQH15; Ngày: 16/06/2025,46,Thành phố Huế
20137,Xã Chân Mây - Lăng Cô,Xã,Số: 1675/NQ-UBTVQH15; Ngày: 16/06/2025,46,Thành phố Huế
20140,Xã Lộc An,Xã,Số: 1675/NQ-UBTVQH15; Ngày: 16/06/2025,46,Thành phố Huế
20161,Xã Khe Tre,Xã,Số: 1675/NQ-UBTVQH15; Ngày: 16/06/2025,46,Thành phố Huế
20179,Xã Nam Đông,Xã,Số: 1675/NQ-UBTVQH15; Ngày: 16/06/2025,46,Thành phố Huế
20182,Xã Long Quảng,Xã,Số: 1675/NQ-UBTVQH15; Ngày: 16/06/2025,46,Thành phố Huế
20194,Phường Hải Vân,Phường,Số: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành phố Đà Nẵng
20197,Phường Liên Chiểu,Phường,Số: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành phố Đà Nẵng
20200,Phường Hòa Khánh,Phường,Số: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành phố Đà Nẵng
20209,Phường Thanh Khê,Phường,Số: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành phố Đà Nẵng
20242,Phường Hải Châu,Phường,Số: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành phố Đà Nẵng
20257,Phường Hòa Cường,Phường,Số: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành phố Đà Nẵng
20260,Phường Cẩm Lệ,Phường,Số: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành phố Đà Nẵng
20263,Phường Sơn Trà,Phường,Số: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành phố Đà Nẵng
20275,Phường An Hải,Phường,Số: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành phố Đà Nẵng
20285,Phường Ngũ Hành Sơn,Phường,Số: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành phố Đà Nẵng
20305,Phường An Khê,Phường,Số: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành phố Đà Nẵng
20308,Xã Bà Nà,Xã,Số: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành phố Đà Nẵng
20314,Phường Hòa Xuân,Phường,Số: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành phố Đà Nẵng
20320,Xã Hòa Vang,Xã,Số: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành phố Đà Nẵng
20332,Xã Hòa Tiến,Xã,Số: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành phố Đà Nẵng
20333,Đặc khu Hoàng Sa,Đặc khu,Số: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành phố Đà Nẵng
20335,Phường Bàn Thạch,Phường,Số: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành phố Đà Nẵng
20341,Phường Tam Kỳ,Phường,Số: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành phố Đà Nẵng
20350,Phường Hương Trà,Phường,Số: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành phố Đà Nẵng
20356,Phường Quảng Phú,Phường,Số: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành phố Đà Nẵng
20364,Xã Chiên Đàn,Xã,Số: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành phố Đà Nẵng
20380,Xã Tây Hồ,Xã,Số: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành phố Đà Nẵng
20392,Xã Phú Ninh,Xã,Số: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành phố Đà Nẵng
20401,Phường Hội An Tây,Phường,Số: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành phố Đà Nẵng
20410,Phường Hội An,Phường,Số: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành phố Đà Nẵng
20413,Phường Hội An Đông,Phường,Số: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành phố Đà Nẵng
20434,Xã Tân Hiệp,Xã,Số: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành phố Đà Nẵng
20443,Xã Hùng Sơn,Xã,Số: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành phố Đà Nẵng
20455,Xã Tây Giang,Xã,Số: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành phố Đà Nẵng
20458,Xã Avương,Xã,Số: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành phố Đà Nẵng
20467,Xã Đông Giang,Xã,Số: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành phố Đà Nẵng
20476,Xã Sông Kôn,Xã,Số: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành phố Đà Nẵng
20485,Xã Sông Vàng,Xã,Số: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành phố Đà Nẵng
20494,Xã Bến Hiên,Xã,Số: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành phố Đà Nẵng
20500,Xã Đại Lộc,Xã,Số: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành phố Đà Nẵng
20506,Xã Thượng Đức,Xã,Số: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành phố Đà Nẵng
20515,Xã Hà Nha,Xã,Số: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành phố Đà Nẵng
20539,Xã Vu Gia,Xã,Số: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành phố Đà Nẵng
20542,Xã Phú Thuận,Xã,Số: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành phố Đà Nẵng
20551,Phường Điện Bàn,Phường,Số: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành phố Đà Nẵng
20557,Phường Điện Bàn Bắc,Phường,Số: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành phố Đà Nẵng
20569,Xã Điện Bàn Tây,Xã,Số: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành phố Đà Nẵng
20575,Phường An Thắng,Phường,Số: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành phố Đà Nẵng
20579,Phường Điện Bàn Đông,Phường,Số: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành phố Đà Nẵng
20587,Xã Gò Nổi,Xã,Số: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành phố Đà Nẵng
20599,Xã Nam Phước,Xã,Số: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành phố Đà Nẵng
20611,Xã Thu Bồn,Xã,Số: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành phố Đà Nẵng
20623,Xã Duy Xuyên,Xã,Số: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành phố Đà Nẵng
20635,Xã Duy Nghĩa,Xã,Số: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành phố Đà Nẵng
20641,Xã Quế Sơn,Xã,Số: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành phố Đà Nẵng
20650,Xã Xuân Phú,Xã,Số: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành phố Đà Nẵng
20656,Xã Nông Sơn,Xã,Số: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành phố Đà Nẵng
20662,Xã Quế Sơn Trung,Xã,Số: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành phố Đà Nẵng
20669,Xã Quế Phước,Xã,Số: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành phố Đà Nẵng
20695,Xã Thạnh Mỹ,Xã,Số: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành phố Đà Nẵng
20698,Xã La Êê,Xã,Số: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành phố Đà Nẵng
20704,Xã La Dêê,Xã,Số: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành phố Đà Nẵng
20707,Xã Nam Giang,Xã,Số: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành phố Đà Nẵng
20710,Xã Bến Giằng,Xã,Số: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành phố Đà Nẵng
20716,Xã Đắc Pring,Xã,Số: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành phố Đà Nẵng
20722,Xã Khâm Đức,Xã,Số: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành phố Đà Nẵng
20728,Xã Phước Hiệp,Xã,Số: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành phố Đà Nẵng
20734,Xã Phước Năng,Xã,Số: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành phố Đà Nẵng
20740,Xã Phước Chánh,Xã,Số: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành phố Đà Nẵng
20752,Xã Phước Thành,Xã,Số: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành phố Đà Nẵng
20767,Xã Việt An,Xã,Số: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành phố Đà Nẵng
20770,Xã Phước Trà,Xã,Số: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành phố Đà Nẵng
20779,Xã Hiệp Đức,Xã,Số: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành phố Đà Nẵng
20791,Xã Thăng Bình,Xã,Số: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành phố Đà Nẵng
20794,Xã Thăng An,Xã,Số: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành phố Đà Nẵng
20818,Xã Đồng Dương,Xã,Số: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành phố Đà Nẵng
20827,Xã Thăng Phú,Xã,Số: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành phố Đà Nẵng
20836,Xã Thăng Trường,Xã,Số: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành phố Đà Nẵng
20848,Xã Thăng Điền,Xã,Số: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành phố Đà Nẵng
20854,Xã Tiên Phước,Xã,Số: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành phố Đà Nẵng
20857,Xã Sơn Cẩm Hà,Xã,Số: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành phố Đà Nẵng
20875,Xã Lãnh Ngọc,Xã,Số: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành phố Đà Nẵng
20878,Xã Thạnh Bình,Xã,Số: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành phố Đà Nẵng
20900,Xã Trà My,Xã,Số: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành phố Đà Nẵng
20908,Xã Trà Liên,Xã,Số: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành phố Đà Nẵng
20920,Xã Trà Đốc,Xã,Số: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành phố Đà Nẵng
20923,Xã Trà Tân,Xã,Số: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành phố Đà Nẵng
20929,Xã Trà Giáp,Xã,Số: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành phố Đà Nẵng
20938,Xã Trà Leng,Xã,Số: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành phố Đà Nẵng
20941,Xã Trà Tập,Xã,Số: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành phố Đà Nẵng
20944,Xã Nam Trà My,Xã,Số: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành phố Đà Nẵng
20950,Xã Trà Linh,Xã,Số: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành phố Đà Nẵng
20959,Xã Trà Vân,Xã,Số: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành phố Đà Nẵng
20965,Xã Núi Thành,Xã,Số: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành phố Đà Nẵng
20971,Xã Tam Xuân,Xã,Số: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành phố Đà Nẵng
20977,Xã Đức Phú,Xã,Số: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành phố Đà Nẵng
20984,Xã Tam Anh,Xã,Số: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành phố Đà Nẵng
20992,Xã Tam Hải,Xã,Số: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành phố Đà Nẵng
21004,Xã Tam Mỹ,Xã,Số: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành phố Đà Nẵng
21025,Phường Cẩm Thành,Phường,Số: 1677/NQ-UBTVQH15; Ngày: 16/06/2025,51,Tỉnh Quảng Ngãi
21028,Phường Nghĩa Lộ,Phường,Số: 1677/NQ-UBTVQH15; Ngày: 16/06/2025,51,Tỉnh Quảng Ngãi
21034,Xã An Phú,Xã,Số: 1677/NQ-UBTVQH15; Ngày: 16/06/2025,51,Tỉnh Quảng Ngãi
21040,Xã Bình Sơn,Xã,Số: 1677/NQ-UBTVQH15; Ngày: 16/06/2025,51,Tỉnh Quảng Ngãi
21061,Xã Vạn Tường,Xã,Số: 1677/NQ-UBTVQH15; Ngày: 16/06/2025,51,Tỉnh Quảng Ngãi
21085,Xã Bình Minh,Xã,Số: 1677/NQ-UBTVQH15; Ngày: 16/06/2025,51,Tỉnh Quảng Ngãi
21100,Xã Bình Chương,Xã,Số: 1677/NQ-UBTVQH15; Ngày: 16/06/2025,51,Tỉnh Quảng Ngãi
21109,Xã Đông Sơn,Xã,Số: 1677/NQ-UBTVQH15; Ngày: 16/06/2025,51,Tỉnh Quảng Ngãi
21115,Xã Trà Bồng,Xã,Số: 1677/NQ-UBTVQH15; Ngày: 16/06/2025,51,Tỉnh Quảng Ngãi
21124,Xã Thanh Bồng,Xã,Số: 1677/NQ-UBTVQH15; Ngày: 16/06/2025,51,Tỉnh Quảng Ngãi
21127,Xã Đông Trà Bồng,Xã,Số: 1677/NQ-UBTVQH15; Ngày: 16/06/2025,51,Tỉnh Quảng Ngãi
21136,Xã Cà Đam,Xã,Số: 1677/NQ-UBTVQH15; Ngày: 16/06/2025,51,Tỉnh Quảng Ngãi
21154,Xã Tây Trà,Xã,Số: 1677/NQ-UBTVQH15; Ngày: 16/06/2025,51,Tỉnh Quảng Ngãi
21157,Xã Tây Trà Bồng,Xã,Số: 1677/NQ-UBTVQH15; Ngày: 16/06/2025,51,Tỉnh Quảng Ngãi
21172,Phường Trương Quang Trọng,Phường,Số: 1677/NQ-UBTVQH15; Ngày: 16/06/2025,51,Tỉnh Quảng Ngãi
21181,Xã Thọ Phong,Xã,Số: 1677/NQ-UBTVQH15; Ngày: 16/06/2025,51,Tỉnh Quảng Ngãi
21196,Xã Trường Giang,Xã,Số: 1677/NQ-UBTVQH15; Ngày: 16/06/2025,51,Tỉnh Quảng Ngãi
21205,Xã Ba Gia,Xã,Số: 1677/NQ-UBTVQH15; Ngày: 16/06/2025,51,Tỉnh Quảng Ngãi
21211,Xã Tịnh Khê,Xã,Số: 1677/NQ-UBTVQH15; Ngày: 16/06/2025,51,Tỉnh Quảng Ngãi
21220,Xã Sơn Tịnh,Xã,Số: 1677/NQ-UBTVQH15; Ngày: 16/06/2025,51,Tỉnh Quảng Ngãi
21235,Xã Tư Nghĩa,Xã,Số: 1677/NQ-UBTVQH15; Ngày: 16/06/2025,51,Tỉnh Quảng Ngãi
21238,Xã Vệ Giang,Xã,Số: 1677/NQ-UBTVQH15; Ngày: 16/06/2025,51,Tỉnh Quảng Ngãi
21244,Xã Trà Giang,Xã,Số: 1677/NQ-UBTVQH15; Ngày: 16/06/2025,51,Tỉnh Quảng Ngãi
21250,Xã Nghĩa Giang,Xã,Số: 1677/NQ-UBTVQH15; Ngày: 16/06/2025,51,Tỉnh Quảng Ngãi
21289,Xã Sơn Hà,Xã,Số: 1677/NQ-UBTVQH15; Ngày: 16/06/2025,51,Tỉnh Quảng Ngãi
21292,Xã Sơn Hạ,Xã,Số: 1677/NQ-UBTVQH15; Ngày: 16/06/2025,51,Tỉnh Quảng Ngãi
21307,Xã Sơn Linh,Xã,Số: 1677/NQ-UBTVQH15; Ngày: 16/06/2025,51,Tỉnh Quảng Ngãi
21319,Xã Sơn Thủy,Xã,Số: 1677/NQ-UBTVQH15; Ngày: 16/06/2025,51,Tỉnh Quảng Ngãi
21325,Xã Sơn Kỳ,Xã,Số: 1677/NQ-UBTVQH15; Ngày: 16/06/2025,51,Tỉnh Quảng Ngãi
21334,Xã Sơn Tây Thượng,Xã,Số: 1677/NQ-UBTVQH15; Ngày: 16/06/2025,51,Tỉnh Quảng Ngãi
21340,Xã Sơn Tây,Xã,Số: 1677/NQ-UBTVQH15; Ngày: 16/06/2025,51,Tỉnh Quảng Ngãi
21343,Xã Sơn Tây Hạ,Xã,Số: 1677/NQ-UBTVQH15; Ngày: 16/06/2025,51,Tỉnh Quảng Ngãi
21349,Xã Sơn Mai,Xã,Số: 1677/NQ-UBTVQH15; Ngày: 16/06/2025,51,Tỉnh Quảng Ngãi
21361,Xã Minh Long,Xã,Số: 1677/NQ-UBTVQH15; Ngày: 16/06/2025,51,Tỉnh Quảng Ngãi
21364,Xã Nghĩa Hành,Xã,Số: 1677/NQ-UBTVQH15; Ngày: 16/06/2025,51,Tỉnh Quảng Ngãi
21370,Xã Phước Giang,Xã,Số: 1677/NQ-UBTVQH15; Ngày: 16/06/2025,51,Tỉnh Quảng Ngãi
21385,Xã Đình Cương,Xã,Số: 1677/NQ-UBTVQH15; Ngày: 16/06/2025,51,Tỉnh Quảng Ngãi
